Date,AAPL,AMZN,GOOGL,MSFT,NFLX,AAPL_Return%,AMZN_Return%,GOOGL_Return%,MSFT_Return%,NFLX_Return%
2024-12-19,248.43289184570312,223.2899932861328,187.64248657226562,432.841796875,90.2040023803711,0.7015,1.2561,0.0584,-0.0823,1.4041
2024-12-20,253.10736083984375,224.9199981689453,190.52914428710938,432.41595458984375,90.90499877929688,1.8816,0.73,1.5384,-0.0984,0.7771
2024-12-23,253.8831329345703,225.05999755859375,193.73434448242188,431.078857421875,91.1449966430664,0.3065,0.0622,1.6823,-0.3092,0.264
2024-12-24,256.7972106933594,229.0500030517578,195.20753479003906,435.1197509765625,93.21199798583984,1.1478,1.7729,0.7604,0.9374,2.2678
2024-12-26,257.61273193359375,227.0500030517578,194.6998748779297,433.9114074707031,92.41400146484375,0.3176,-0.8732,-0.2601,-0.2777,-0.8561
2024-12-27,254.20138549804688,223.75,191.8729248046875,426.4040832519531,90.75499725341797,-1.3242,-1.4534,-1.452,-1.7302,-1.7952
2024-12-30,250.8297882080078,221.3000030517578,190.35995483398438,420.7586669921875,90.04299926757812,-1.3263,-1.095,-0.7885,-1.324,-0.7845
2024-12-31,249.0594482421875,219.38999938964844,188.42886352539062,417.46063232421875,89.13200378417969,-0.7058,-0.8631,-1.0144,-0.7838,-1.0117
2025-01-02,242.52516174316406,220.22000122070312,188.5582733154297,414.568603515625,88.6729965209961,-2.6236,0.3783,0.0687,-0.6928,-0.515
2025-01-03,242.03782653808594,224.19000244140625,190.9073944091797,419.2928771972656,88.1050033569336,-0.2009,1.8027,1.2458,1.1396,-0.6405
2025-01-06,243.66891479492188,227.61000061035156,195.96401977539062,423.7497863769531,88.17900085449219,0.6739,1.5255,2.6487,1.063,0.084
2025-01-07,240.89407348632812,222.11000061035156,194.59039306640625,418.322265625,87.91899871826172,-1.1388,-2.4164,-0.701,-1.2808,-0.2949
2025-01-08,241.38140869140625,222.1300048828125,193.05746459960938,420.49127197265625,87.5,0.2023,0.009,-0.7878,0.5185,-0.4766
2025-01-10,235.56320190429688,218.94000244140625,191.15625,414.9350280761719,83.76899719238281,-2.4104,-1.4361,-0.9848,-1.3214,-4.264
2025-01-13,233.12649536132812,218.4600067138672,190.1309814453125,413.19195556640625,84.02899932861328,-1.0344,-0.2192,-0.5364,-0.4201,0.3104
2025-01-14,232.01258850097656,217.75999450683594,188.78721618652344,411.68646240234375,82.83999633789062,-0.4778,-0.3204,-0.7068,-0.3644,-1.415
2025-01-15,236.57765197753906,223.35000610351562,194.65011596679688,422.2244873046875,84.82599639892578,1.9676,2.5671,3.1056,2.5597,2.3974
2025-01-16,227.0198516845703,220.66000366210938,192.02223205566406,420.5110778808594,84.23699951171875,-4.04,-1.2044,-1.3501,-0.4058,-0.6944
2025-01-17,228.7305145263672,225.94000244140625,195.09805297851562,424.91845703125,85.80999755859375,0.7535,2.3928,1.6018,1.0481,1.8673
2025-01-21,221.43038940429688,230.7100067138672,197.13861083984375,424.3935546875,86.96800231933594,-3.1916,2.1112,1.0459,-0.1235,1.3495
2025-01-22,222.61392211914062,235.00999450683594,197.45712280273438,441.9239196777344,95.39900207519531,0.5345,1.8638,0.1616,4.1307,9.6944
2025-01-23,222.44485473632812,235.4199981689453,197.0689239501953,442.4289855957031,98.48600006103516,-0.0759,0.1745,-0.1966,0.1143,3.2359
2025-01-24,221.5696258544922,234.85000610351562,199.28866577148438,439.8044128417969,97.75900268554688,-0.3935,-0.2421,1.1264,-0.5932,-0.7382
2025-01-27,228.6111602783203,235.4199981689453,190.9273223876953,430.39544677734375,97.18900299072266,3.178,0.2427,-4.1956,-2.1394,-0.5831
2025-01-28,236.96554565429688,238.14999389648438,194.4012451171875,442.9143371582031,97.18299865722656,3.6544,1.1596,1.8195,2.9087,-0.0062
2025-01-29,238.05955505371094,237.07000732421875,194.5107421875,438.0909729003906,97.81500244140625,0.4617,-0.4535,0.0563,-1.089,0.6503
2025-01-30,236.29916381835938,234.63999938964844,199.9456329345703,411.01300048828125,97.3239974975586,-0.7395,-1.025,2.7941,-6.1809,-0.502
2025-01-31,234.71780395507812,237.67999267578125,203.0811309814453,411.0823669433594,97.6760025024414,-0.6692,1.2956,1.5682,0.0169,0.3617
2025-02-03,226.7711944580078,237.4199981689453,200.303955078125,406.9820556640625,97.89399719238281,-3.3856,-0.1094,-1.3675,-0.9974,0.2232
2025-02-04,231.53518676757812,242.05999755859375,205.43028259277344,408.4180908203125,99.48699951171875,2.1008,1.9543,2.5593,0.3528,1.6273
2025-02-05,231.2069854736328,236.1699981689453,190.4495391845703,409.3293151855469,101.11100006103516,-0.1418,-2.4333,-7.2924,0.2231,1.6324
2025-02-06,231.95289611816406,238.8300018310547,190.71829223632812,411.83502197265625,101.56800079345703,0.3226,1.1263,0.1411,0.6121,0.452
2025-02-07,226.39328002929688,229.14999389648438,184.48707580566406,405.8232116699219,101.39299774169922,-2.3969,-4.0531,-3.2672,-1.4598,-0.1723
2025-02-10,226.66209411621094,233.13999938964844,185.6118927001953,408.26953125,102.76000213623047,0.1187,1.7412,0.6097,0.6028,1.3482
2025-02-11,231.6105499267578,232.75999450683594,184.46719360351562,407.4970397949219,100.80799865722656,2.1832,-0.163,-0.6167,-0.1892,-1.8996
2025-02-12,235.84210205078125,228.92999267578125,182.76504516601562,405.1200256347656,102.73100280761719,1.827,-1.6455,-0.9227,-0.5833,1.9076
2025-02-13,240.48187255859375,230.3699951171875,185.2834014892578,406.60565185546875,104.36900329589844,1.9673,0.629,1.3779,0.3667,1.5945
2025-02-14,243.53855895996094,228.67999267578125,184.37759399414062,404.515869140625,105.86000061035156,1.2711,-0.7336,-0.4889,-0.514,1.4286
2025-02-18,243.40911865234375,226.64999389648438,182.92431640625,405.7142639160156,103.58499908447266,-0.0531,-0.8877,-0.7882,0.2963,-2.1491
2025-02-19,243.80738830566406,226.6300048828125,184.41741943359375,410.7950744628906,104.33300018310547,0.1636,-0.0088,0.8162,1.2523,0.7221
2025-02-20,244.7632293701172,222.8800048828125,183.71067810058594,412.968505859375,102.4540023803711,0.392,-1.6547,-0.3832,0.5291,-1.801
2025-02-21,244.48443603515625,216.5800018310547,178.83322143554688,405.1086120605469,100.31500244140625,-0.1139,-2.8266,-2.655,-1.9033,-2.0878
2025-02-24,246.0277099609375,212.7100067138672,178.42510986328125,400.9306335449219,98.84700012207031,0.6312,-1.7869,-0.2282,-1.0313,-1.4634
2025-02-25,245.9679718017578,212.8000030517578,174.6127471923828,394.876953125,97.7239990234375,-0.0243,0.0423,-2.1367,-1.5099,-1.1361
2025-02-26,239.3169403076172,214.35000610351562,171.93511962890625,396.69305419921875,99.00599670410156,-2.704,0.7284,-1.5335,0.4599,1.3119
2025-02-27,236.27024841308594,208.74000549316406,167.72457885742188,389.5477600097656,96.30699920654297,-1.2731,-2.6172,-2.4489,-1.8012,-2.7261
2025-02-28,240.79052734375,212.27999877929688,169.4963836669922,393.973876953125,98.05599975585938,1.9132,1.6959,1.0564,1.1362,1.8161
2025-03-03,236.9970703125,205.02000427246094,166.24143981933594,385.5384521484375,97.37000274658203,-1.5754,-3.42,-1.9204,-2.1411,-0.6996
2025-03-04,234.9061737060547,203.8000030517578,170.13345336914062,385.65753173828125,97.25800323486328,-0.8822,-0.5951,2.3412,0.0309,-0.115
2025-03-05,234.7169952392578,208.36000061035156,172.22378540039062,397.9732666015625,99.09200286865234,-0.0805,2.2375,1.2286,3.1934,1.8857
2025-03-06,234.30877685546875,200.6999969482422,171.556884765625,393.8746643066406,90.63600158691406,-0.1739,-3.6763,-0.3872,-1.0299,-8.5335
2025-03-07,238.03256225585938,199.25,173.05990600585938,390.32183837890625,89.11100006103516,1.5893,-0.7225,0.8761,-0.902,-1.6826
2025-03-10,226.49285888671875,194.5399932861328,165.2968292236328,377.2717590332031,86.66799926757812,-4.848,-2.3639,-4.4858,-3.3434,-2.7415
2025-03-11,219.8816680908203,196.58999633789062,163.47315979003906,377.5595397949219,89.51000213623047,-2.9189,1.0538,-1.1033,0.0763,3.2792
2025-03-12,216.0384063720703,198.88999938964844,166.5325469970703,380.35809326171875,91.96800231933594,-1.7479,1.1699,1.8715,0.7412,2.7461
2025-03-13,208.7700958251953,193.88999938964844,162.19760131835938,375.89227294921875,89.01699829101562,-3.3644,-2.514,-2.6031,-1.1741,-3.2087
2025-03-14,212.56358337402344,197.9499969482422,164.91815185546875,385.6079406738281,91.80000305175781,1.8171,2.094,1.6773,2.5847,3.1264
2025-03-17,213.07135009765625,195.74000549316406,163.7222900390625,385.7468566894531,95.00199890136719,0.2389,-1.1164,-0.7251,0.036,3.488
2025-03-18,211.7670135498047,192.82000732421875,160.11480712890625,380.6062316894531,92.99800109863281,-0.6122,-1.4918,-2.2034,-1.3326,-2.1094
2025-03-19,214.3059539794922,195.5399932861328,163.32369995117188,384.8735656738281,95.9489974975586,1.1989,1.4106,2.0041,1.1212,3.1732
2025-03-20,213.17091369628906,194.9499969482422,162.23744201660156,383.9010009765625,95.08399963378906,-0.5296,-0.3017,-0.6651,-0.2527,-0.9015
2025-03-21,217.3227996826172,196.2100067138672,163.42333984375,388.28741455078125,96.02899932861328,1.9477,0.6463,0.731,1.1426,0.9939
2025-03-24,219.7721405029297,203.25999450683594,167.1005859375,390.0935974121094,97.1989974975586,1.1271,3.5931,2.2501,0.4652,1.2184
2025-03-25,222.77903747558594,205.7100067138672,169.9706268310547,392.1578063964844,99.72799682617188,1.3682,1.2054,1.7176,0.5292,2.6019
2025-03-26,220.56866455078125,201.1300048828125,164.48963928222656,387.0072326660156,97.06500244140625,-0.9922,-2.2264,-3.2247,-1.3134,-2.6703
2025-03-27,222.87860107421875,201.36000061035156,161.6793975830078,387.61260986328125,97.6719970703125,1.0473,0.1144,-1.7085,0.1564,0.6253
2025-03-28,216.9544219970703,192.72000122070312,153.79672241210938,375.92205810546875,93.38500213623047,-2.658,-4.2908,-4.8755,-3.016,-4.3892
2025-03-31,221.1660614013672,190.25999450683594,154.1056365966797,372.5379943847656,93.25299835205078,1.9413,-1.2765,0.2009,-0.9002,-0.1414
2025-04-01,222.22146606445312,192.1699981689453,156.52725219726562,379.2863464355469,92.83799743652344,0.4772,1.0039,1.5714,1.8115,-0.445
2025-04-02,222.91842651367188,196.00999450683594,156.49734497070312,379.2367248535156,93.552001953125,0.3136,1.9982,-0.0191,-0.0131,0.7691
2025-04-03,202.30825805664062,178.41000366210938,150.19918823242188,370.27532958984375,91.70500183105469,-9.2456,-8.9791,-4.0244,-2.363,-1.9743
2025-04-04,187.56253051757812,171.0,145.09689331054688,357.1061706542969,85.58599853515625,-7.2887,-4.1534,-3.397,-3.5566,-6.6725
2025-04-07,180.6725616455078,175.25999450683594,146.24290466308594,355.14117431640625,86.78299713134766,-3.6734,2.4912,0.7898,-0.5503,1.3986
2025-04-08,171.67178344726562,170.66000366210938,144.19998168945312,351.8662414550781,87.04000091552734,-4.9818,-2.6247,-1.3969,-0.9221,0.2961
2025-04-09,197.98709106445312,191.10000610351562,158.1615753173828,387.52325439453125,94.5469970703125,15.3288,11.977,9.6821,10.1337,8.6248
2025-04-10,189.5936737060547,181.22000122070312,152.2919464111328,378.45269775390625,92.11699676513672,-4.2394,-5.1701,-3.7112,-2.3406,-2.5702
2025-04-11,197.2901153564453,184.8699951171875,156.5970001220703,385.4988098144531,91.8290023803711,4.0594,2.0141,2.8268,1.8618,-0.3126
2025-04-14,201.64117431640625,182.1199951171875,158.5203399658203,384.8636474609375,93.12799835205078,2.2054,-1.4875,1.2282,-0.1648,1.4146
2025-04-15,201.2628173828125,179.58999633789062,155.76988220214844,382.7994384765625,97.62799835205078,-0.1876,-1.3892,-1.7351,-0.5363,4.8321
2025-04-16,193.42697143554688,174.3300018310547,152.80018615722656,368.7867126464844,96.16300201416016,-3.8933,-2.9289,-1.9065,-3.6606,-1.5006
2025-04-17,196.12521362304688,172.61000061035156,150.63768005371094,364.9858093261719,97.3030014038086,1.395,-0.9866,-1.4153,-1.0307,1.1855
2025-04-21,192.32177734375,167.32000732421875,147.15972900390625,356.3916015625,98.79100036621094,-1.9393,-3.0647,-2.3088,-2.3547,1.5292
2025-04-22,198.8732452392578,173.17999267578125,150.9465789794922,364.0331115722656,104.03399658203125,3.4065,3.5023,2.5733,2.1441,5.3072
2025-04-23,203.71214294433594,180.60000610351562,154.81320190429688,371.5456237792969,104.95899963378906,2.4332,4.2846,2.5616,2.0637,0.8891
2025-04-24,207.4657745361328,186.5399932861328,158.7296142578125,384.35748291015625,109.68699645996094,1.8426,3.289,2.5298,3.4483,4.5046
2025-04-25,208.371826171875,188.99000549316406,161.4003448486328,388.8729553222656,110.15299987792969,0.4367,1.3134,1.6826,1.1748,0.4248
2025-04-28,209.2281036376953,187.6999969482422,160.05502319335938,388.18817138671875,111.03800201416016,0.4109,-0.6826,-0.8335,-0.1761,0.8034
2025-04-29,210.29345703125,187.38999938964844,159.60658264160156,391.0462951660156,112.56400299072266,0.5092,-0.1652,-0.2802,0.7363,1.3743
2025-04-30,211.57785034179688,184.4199981689453,158.2512664794922,392.257080078125,113.1719970703125,0.6108,-1.5849,-0.8492,0.3096,0.5401
2025-05-01,212.39430236816406,190.1999969482422,160.7426300048828,422.16802978515625,113.34700012207031,0.3859,3.1341,1.5743,7.6253,0.1546
2025-05-02,204.45889282226562,189.97999572753906,163.46319580078125,431.97296142578125,115.64900207519531,-3.7362,-0.1157,1.6925,2.3225,2.0309
2025-05-05,198.02691650390625,186.35000610351562,163.64259338378906,432.8562316894531,113.40599822998047,-3.1459,-1.9107,0.1097,0.2045,-1.9395
2025-05-06,197.64854431152344,185.00999450683594,162.66595458984375,430.0179443359375,113.76899719238281,-0.1911,-0.7191,-0.5968,-0.6557,0.3201
2025-05-07,195.3983612060547,188.7100067138672,150.85691833496094,430.0576477050781,115.54100036621094,-1.1385,1.9999,-7.2597,0.0092,1.5575
2025-05-08,196.63299560546875,192.0800018310547,153.74688720703125,434.841064453125,114.44300079345703,0.6319,1.7858,1.9157,1.1123,-0.9503
2025-05-09,197.66848754882812,193.05999755859375,152.22219848632812,435.39678955078125,114.02200317382812,0.5266,0.5102,-0.9917,0.1278,-0.3679
2025-05-12,210.15048217773438,208.63999938964844,157.91246032714844,445.84674072265625,111.0,6.3146,8.07,3.7381,2.4001,-2.6504
2025-05-13,212.2840118408203,211.3699951171875,158.97872924804688,445.7276916503906,113.84400177001953,1.0152,1.3085,0.6752,-0.0267,2.5622
2025-05-14,211.68582153320312,210.25,164.79855346679688,449.498779296875,115.0989990234375,-0.2818,-0.5299,3.6608,0.8461,1.1024
2025-05-15,210.8084716796875,205.1699981689453,163.3934326171875,450.512939453125,117.7979965209961,-0.4145,-2.4162,-0.8526,0.2256,2.3449
2025-05-16,210.6190643310547,205.58999633789062,165.61573791503906,451.6463317871094,119.15299987792969,-0.0898,0.2047,1.3601,0.2516,1.1503
2025-05-19,208.14659118652344,206.16000366210938,165.9645233154297,456.2197570800781,119.16400146484375,-1.1739,0.2773,0.2106,1.0126,0.0092
2025-05-20,206.232421875,204.07000732421875,163.41336059570312,455.5238342285156,119.2020034790039,-0.9196,-1.0138,-1.5372,-0.1525,0.0319
2025-05-21,201.4768829345703,201.1199951171875,167.97755432128906,449.9561767578125,119.46299743652344,-2.3059,-1.4456,2.793,-1.2223,0.219
2025-05-22,200.7490997314453,203.10000610351562,170.27955627441406,452.2329406738281,118.7969970703125,-0.3612,0.9845,1.3704,0.506,-0.5575
2025-05-23,194.67758178710938,200.99000549316406,167.8878631591797,447.5799560546875,118.53900146484375,-3.0244,-1.0389,-1.4046,-1.0289,-0.2172
2025-05-27,199.60260009765625,206.02000427246094,172.30255126953125,458.0292663574219,121.15699768066406,2.5298,2.5026,2.6295,2.3346,2.2086
2025-05-28,199.81195068359375,204.72000122070312,171.76441955566406,454.7184753417969,120.8550033569336,0.1049,-0.631,-0.3123,-0.7228,-0.2493
2025-05-29,199.3433837890625,205.6999969482422,171.26614379882812,456.0308837890625,118.48600006103516,-0.2345,0.4787,-0.2901,0.2886,-1.9602
2025-05-30,200.24066162109375,205.00999450683594,171.1465606689453,457.7011413574219,120.7229995727539,0.4501,-0.3354,-0.0698,0.3663,1.888
2025-06-02,201.08807373046875,206.64999389648438,168.4459228515625,459.3018798828125,121.89800262451172,0.4232,0.8,-1.578,0.3497,0.9733
2025-06-03,202.6533203125,205.7100067138672,165.60577392578125,460.29608154296875,121.79399871826172,0.7784,-0.4549,-1.6861,0.2165,-0.0853
2025-06-04,202.20468139648438,207.22999572753906,167.46929931640625,461.1908874511719,123.96600341796875,-0.2214,0.7389,1.1253,0.1944,1.7833
2025-06-05,200.02133178710938,207.91000366210938,167.62876892089844,464.9788818359375,125.052001953125,-1.0798,0.3281,0.0952,0.8214,0.876
2025-06-06,203.30133056640625,213.57000732421875,173.079833984375,467.663330078125,124.14700317382812,1.6398,2.7223,3.2519,0.5773,-0.7237
2025-06-09,200.83883666992188,216.97999572753906,175.69395446777344,470.0196228027344,122.44599914550781,-1.2113,1.5967,1.5104,0.5038,-1.3702
2025-06-10,202.05511474609375,217.61000061035156,178.1983184814453,468.2002258300781,120.36199951171875,0.6056,0.2904,1.4254,-0.3871,-1.702
2025-06-11,198.17694091796875,213.1999969482422,176.9511260986328,469.8903503417969,121.98799896240234,-1.9194,-2.0266,-0.6999,0.361,1.3509
2025-06-12,198.5956573486328,213.24000549316406,175.30484008789062,476.104248046875,121.50299835205078,0.2113,0.0188,-0.9304,1.3224,-0.3976
2025-06-13,195.85398864746094,212.10000610351562,174.2771453857422,472.2168273925781,121.21499633789062,-1.3805,-0.5346,-0.5862,-0.8165,-0.237
2025-06-16,197.8180389404297,216.10000610351562,176.3724365234375,476.3727111816406,122.53500366210938,1.0028,1.8859,1.2023,0.8801,1.089
2025-06-17,195.0464630126953,214.82000732421875,175.55426025390625,475.279052734375,122.06700134277344,-1.4011,-0.5923,-0.4639,-0.2296,-0.3819
2025-06-18,195.9835968017578,212.52000427246094,172.93020629882812,477.4663391113281,122.22899627685547,0.4805,-1.0707,-1.4947,0.4602,0.1327
2025-06-20,200.39019775390625,209.69000244140625,166.26522827148438,474.64276123046875,123.14099884033203,2.2485,-1.3316,-3.8541,-0.5914,0.7461
2025-06-23,200.888671875,208.47000122070312,164.8184814453125,483.1930847167969,125.35399627685547,0.2488,-0.5818,-0.8701,1.8014,1.7971
2025-06-24,199.6923065185547,212.77000427246094,166.39492797851562,487.2793273925781,127.91100311279297,-0.5955,2.0626,0.9565,0.8457,2.0398
2025-06-25,200.94850158691406,211.99000549316406,170.29612731933594,489.4268798828125,127.5250015258789,0.6291,-0.3666,2.3445,0.4407,-0.3018
2025-06-26,200.39019775390625,217.1199951171875,173.14968872070312,494.57696533203125,130.66700744628906,-0.2778,2.4199,1.6756,1.0523,2.4638
2025-06-27,200.46995544433594,223.3000030517578,178.1284637451172,493.07568359375,132.31199645996094,0.0398,2.8464,2.8754,-0.3035,1.2589
2025-06-30,204.54754638671875,219.38999938964844,175.83364868164062,494.5372009277344,133.91299438476562,2.034,-1.751,-1.2883,0.2964,1.21
2025-07-01,207.18951416015625,220.4600067138672,175.4445343017578,489.2080993652344,129.36000061035156,1.2916,0.4877,-0.2213,-1.0776,-3.4
2025-07-02,211.79550170898438,219.9199981689453,178.23822021484375,488.2536926269531,128.48599243164062,2.2231,-0.2449,1.5923,-0.1951,-0.6756
2025-07-03,212.90213012695312,223.41000366210938,179.126220703125,495.9589538574219,129.71800231933594,0.5225,1.5869,0.4982,1.5781,0.9589
2025-07-07,209.3130340576172,223.47000122070312,176.3923797607422,494.84539794921875,128.96200561523438,-1.6858,0.0269,-1.5262,-0.2245,-0.5828
2025-07-08,209.3728485107422,219.36000061035156,173.9678497314453,493.7517395019531,127.53099822998047,0.0286,-1.8392,-1.3745,-0.221,-1.1096
2025-07-09,210.49942016601562,222.5399932861328,176.2227783203125,500.6019592285156,128.8280029296875,0.5381,1.4497,1.2962,1.3874,1.017
2025-07-10,211.7655792236328,222.25999450683594,177.2205047607422,498.58367919921875,125.05899810791016,0.6015,-0.1258,0.5662,-0.4032,-2.9256
2025-07-11,210.51937866210938,225.02000427246094,179.7847442626953,500.41302490234375,124.51100158691406,-0.5885,1.2418,1.4469,0.3669,-0.4382
2025-07-14,207.98707580566406,225.69000244140625,181.1516571044922,500.1147766113281,126.19499969482422,-1.2029,0.2978,0.7603,-0.0596,1.3525
2025-07-15,208.4755859375,226.35000610351562,181.59068298339844,502.89862060546875,126.0270004272461,0.2349,0.2924,0.2424,0.5566,-0.1331
2025-07-16,209.52239990234375,223.19000244140625,182.55848693847656,502.69976806640625,125.03099822998047,0.5021,-1.3961,0.533,-0.0395,-0.7903
2025-07-17,209.38284301757812,223.8800048828125,183.16712951660156,508.7446594238281,127.41699981689453,-0.0666,0.3092,0.3334,1.2025,1.9083
2025-07-18,210.53929138183594,226.1300048828125,184.64378356933594,507.1041564941406,120.92400360107422,0.5523,1.005,0.8062,-0.3225,-5.0959
2025-07-21,211.83535766601562,229.3000030517578,189.67245483398438,507.1141357421875,123.3270034790039,0.6156,1.4018,2.7234,0.002,1.9872
2025-07-22,213.74952697753906,227.47000122070312,190.90966796875,502.3517761230469,119.00800323486328,0.9036,-0.7981,0.6523,-0.9391,-3.5021
2025-07-23,213.5002899169922,228.2899932861328,189.80215454101562,502.94830322265625,117.6780014038086,-0.1166,0.3605,-0.5801,0.1187,-1.1176
2025-07-24,213.11148071289062,232.22999572753906,191.73780822753906,507.9294128417969,118.07599639892578,-0.1821,1.7259,1.0198,0.9904,0.3382
2025-07-25,213.2311248779297,231.44000244140625,192.74551391601562,510.74310302734375,118.04900360107422,0.0561,-0.3402,0.5256,0.554,-0.0229
2025-07-28,213.40060424804688,232.7899932861328,192.14688110351562,509.5400390625,117.45999908447266,0.0795,0.5833,-0.3106,-0.2356,-0.4989
2025-07-29,210.62904357910156,231.00999450683594,195.3097381591797,509.6096496582031,116.8740005493164,-1.2988,-0.7646,1.6461,0.0137,-0.4989
2025-07-30,208.415771484375,230.19000244140625,196.08799743652344,510.2757568359375,118.41999816894531,-1.0508,-0.355,0.3985,0.1307,1.3228
2025-07-31,206.9402618408203,234.11000061035156,191.46839904785156,530.4187622070312,115.94000244140625,-0.708,1.7029,-2.3559,3.9475,-2.0942
2025-08-01,201.76602172851562,214.75,188.70465087890625,521.0829467773438,115.86000061035156,-2.5004,-8.2696,-1.4434,-1.7601,-0.069
2025-08-04,202.7330780029297,211.64999389648438,194.60133361816406,532.54638671875,117.0989990234375,0.4793,-1.4435,3.1248,2.1999,1.0694
2025-08-05,202.30438232421875,213.75,194.232177734375,524.701904296875,114.78700256347656,-0.2115,0.9922,-0.1897,-1.473,-1.9744
2025-08-06,212.60302734375,222.30999755859375,195.64898681640625,521.908203125,117.8479995727539,5.0907,4.0047,0.7294,-0.5324,2.6667
2025-08-07,219.3624725341797,223.1300048828125,196.07801818847656,517.8318481445312,118.03700256347656,3.1794,0.3689,0.2193,-0.781,0.1604
2025-08-08,228.65420532226562,222.69000244140625,200.9669952392578,519.0249633789062,121.16400146484375,4.2358,-0.1972,2.4934,0.2304,2.6492
2025-08-11,226.74781799316406,221.3000030517578,200.54794311523438,518.7565307617188,121.83100128173828,-0.8337,-0.6242,-0.2085,-0.0517,0.5505
2025-08-12,229.21310424804688,221.47000122070312,202.88267517089844,526.183349609375,122.52799987792969,1.0872,0.0768,1.1642,1.4317,0.5721
2025-08-13,232.88612365722656,224.55999755859375,201.5057830810547,517.5733642578125,120.44400024414062,1.6024,1.3952,-0.6787,-1.6363,-1.7008
2025-08-14,232.33717346191406,230.97999572753906,202.48358154296875,519.4623413085938,123.05599975585938,-0.2357,2.8589,0.4852,0.365,2.1686
2025-08-15,231.1494140625,231.02999877929688,203.44142150878906,517.1657104492188,123.8949966430664,-0.5112,0.0216,0.473,-0.4421,0.6818
2025-08-18,230.45074462890625,231.49000549316406,203.0423126220703,514.1134033203125,124.50900268554688,-0.3023,0.1991,-0.1962,-0.5902,0.4956
2025-08-19,230.1213836669922,228.00999450683594,201.11666870117188,506.8258056640625,121.41500091552734,-0.1429,-1.5033,-0.9484,-1.4175,-2.485
2025-08-20,225.5800323486328,223.80999755859375,198.87173461914062,502.7991943359375,121.38600158691406,-1.9735,-1.842,-1.1162,-0.7945,-0.0239
